charge_id,account_id,batch_id,charge_date,charge_type,charge_amount,generated_at
CHG-000529,ACCT-000052,B0004,2026-03-23,Rider,114.34,2026-07-12T22:39:31+00:00
CHG-000530,ACCT-000052,B0004,2026-04-13,Base Fee,180.88,2026-07-12T22:39:31+00:00
CHG-000531,ACCT-000052,B0004,2026-04-09,Tax Surcharge,382.18,2026-07-12T22:39:31+00:00
CHG-000532,ACCT-000052,B0004,2026-03-28,Base Fee,33.17,2026-07-12T22:39:31+00:00
CHG-000533,ACCT-000001,B0004,2026-04-03,Base Fee,52.38,2026-07-12T22:39:31+00:00
CHG-000534,ACCT-000001,B0004,2026-03-21,Tax Surcharge,291.43,2026-07-12T22:39:31+00:00
CHG-000535,ACCT-000001,B0004,2026-03-23,Rider,277.76,2026-07-12T22:39:31+00:00
CHG-000536,ACCT-000001,B0004,2026-03-21,Base Fee,168.48,2026-07-12T22:39:31+00:00
CHG-000537,ACCT-000022,B0004,2026-04-06,Rider,284.93,2026-07-12T22:39:31+00:00
CHG-000538,ACCT-000016,B0004,2026-04-05,Rider,134.27,2026-07-12T22:39:31+00:00
CHG-000539,ACCT-000016,B0004,2026-03-27,Tax Surcharge,153.56,2026-07-12T22:39:31+00:00
CHG-000540,ACCT-000016,B0004,2026-03-25,Delivery,260.06,2026-07-12T22:39:31+00:00
CHG-000541,ACCT-000102,B0004,2026-03-29,Tax Surcharge,371.96,2026-07-12T22:39:31+00:00
CHG-000542,ACCT-000113,B0004,2026-04-12,Base Fee,328.51,2026-07-12T22:39:31+00:00
CHG-000543,ACCT-000113,B0004,2026-04-06,Tax Surcharge,290.05,2026-07-12T22:39:31+00:00
CHG-000544,ACCT-000113,B0004,2026-04-09,Rider,240.45,2026-07-12T22:39:31+00:00
CHG-000545,ACCT-000113,B0004,2026-04-02,Base Fee,356.67,2026-07-12T22:39:31+00:00
CHG-000546,ACCT-000013,B0004,2026-04-02,Rider,88.43,2026-07-12T22:39:31+00:00
CHG-000547,ACCT-000013,B0004,2026-04-02,Base Fee,190.39,2026-07-12T22:39:31+00:00
CHG-000548,ACCT-000013,B0004,2026-03-24,Base Fee,43.74,2026-07-12T22:39:31+00:00
CHG-000549,ACCT-000121,B0004,2026-04-06,Rider,367.26,2026-07-12T22:39:31+00:00
CHG-000550,ACCT-000121,B0004,2026-04-08,Rider,109.72,2026-07-12T22:39:31+00:00
CHG-000551,ACCT-000030,B0004,2026-03-27,Tax Surcharge,161.98,2026-07-12T22:39:31+00:00
CHG-000552,ACCT-000030,B0004,2026-03-22,Rider,125.83,2026-07-12T22:39:31+00:00
CHG-000553,ACCT-000030,B0004,2026-04-06,Delivery,163.01,2026-07-12T22:39:31+00:00
CHG-000554,ACCT-000043,B0004,2026-03-27,Energy,98.48,2026-07-12T22:39:31+00:00
CHG-000555,ACCT-000043,B0004,2026-03-21,Tax Surcharge,165.71,2026-07-12T22:39:31+00:00
CHG-000556,ACCT-000043,B0004,2026-03-27,Base Fee,236.1,2026-07-12T22:39:31+00:00
CHG-000557,ACCT-000043,B0004,2026-03-27,Tax Surcharge,107.45,2026-07-12T22:39:31+00:00
CHG-000558,ACCT-000105,B0004,2026-04-07,Tax Surcharge,296.3,2026-07-12T22:39:31+00:00
CHG-000559,ACCT-000105,B0004,2026-04-02,Tax Surcharge,384.36,2026-07-12T22:39:31+00:00
CHG-000560,ACCT-000028,B0004,2026-04-02,Base Fee,212.85,2026-07-12T22:39:31+00:00
CHG-000561,ACCT-000028,B0004,2026-04-11,Tax Surcharge,130.12,2026-07-12T22:39:31+00:00
CHG-000562,ACCT-000028,B0004,2026-03-22,Delivery,382.28,2026-07-12T22:39:31+00:00
CHG-000563,ACCT-000028,B0004,2026-03-31,Tax Surcharge,158.43,2026-07-12T22:39:31+00:00
CHG-000564,ACCT-000010,B0004,2026-03-30,Delivery,386.13,2026-07-12T22:39:31+00:00
CHG-000565,ACCT-000010,B0004,2026-03-25,Delivery,22.59,2026-07-12T22:39:31+00:00
CHG-000566,ACCT-000010,B0004,2026-04-07,Base Fee,235.93,2026-07-12T22:39:31+00:00
CHG-000567,ACCT-000010,B0004,2026-04-07,Tax Surcharge,162.3,2026-07-12T22:39:31+00:00
CHG-000568,ACCT-000109,B0004,2026-03-31,Delivery,308.5,2026-07-12T22:39:31+00:00
CHG-000569,ACCT-000109,B0004,2026-04-07,Rider,349.53,2026-07-12T22:39:31+00:00
CHG-000570,ACCT-000109,B0004,2026-04-04,Base Fee,39.57,2026-07-12T22:39:31+00:00
CHG-000571,ACCT-000109,B0004,2026-03-31,Delivery,118.03,2026-07-12T22:39:31+00:00
CHG-000572,ACCT-000103,B0004,2026-03-23,Delivery,195.9,2026-07-12T22:39:31+00:00
CHG-000573,ACCT-000103,B0004,2026-03-27,Rider,27.22,2026-07-12T22:39:31+00:00
CHG-000574,ACCT-000125,B0004,2026-04-11,Rider,51.76,2026-07-12T22:39:31+00:00
CHG-000575,ACCT-000125,B0004,2026-04-11,Delivery,373.3,2026-07-12T22:39:31+00:00
CHG-000576,ACCT-000125,B0004,2026-04-08,Energy,139.58,2026-07-12T22:39:31+00:00
CHG-000577,ACCT-000125,B0004,2026-04-02,Tax Surcharge,242.11,2026-07-12T22:39:31+00:00
CHG-000578,ACCT-000046,B0004,2026-04-05,Delivery,272.28,2026-07-12T22:39:31+00:00
CHG-000579,ACCT-000046,B0004,2026-03-23,Delivery,192.14,2026-07-12T22:39:31+00:00
CHG-000580,ACCT-000046,B0004,2026-04-13,Base Fee,23.6,2026-07-12T22:39:31+00:00
CHG-000581,ACCT-000046,B0004,2026-04-01,Rider,185.27,2026-07-12T22:39:31+00:00
CHG-000582,ACCT-000114,B0004,2026-03-21,Tax Surcharge,180.8,2026-07-12T22:39:31+00:00
CHG-000583,ACCT-000011,B0004,2026-04-03,Delivery,259.81,2026-07-12T22:39:31+00:00
CHG-000584,ACCT-000089,B0004,2026-04-13,Rider,131.89,2026-07-12T22:39:31+00:00
CHG-000585,ACCT-000089,B0004,2026-04-01,Energy,53.07,2026-07-12T22:39:31+00:00
CHG-000586,ACCT-000089,B0004,2026-04-03,Energy,257.21,2026-07-12T22:39:31+00:00
CHG-000587,ACCT-000092,B0004,2026-03-28,Tax Surcharge,40.46,2026-07-12T22:39:31+00:00
CHG-000588,ACCT-000111,B0004,2026-03-22,Rider,256.39,2026-07-12T22:39:31+00:00
CHG-000589,ACCT-000111,B0004,2026-04-06,Tax Surcharge,109.28,2026-07-12T22:39:31+00:00
CHG-000590,ACCT-000111,B0004,2026-04-13,Base Fee,22.84,2026-07-12T22:39:31+00:00
CHG-000591,ACCT-000079,B0004,2026-04-15,Energy,198.03,2026-07-12T22:39:31+00:00
CHG-000592,ACCT-000079,B0004,2026-03-23,Energy,220.5,2026-07-12T22:39:31+00:00
CHG-000593,ACCT-000127,B0004,2026-04-10,Base Fee,273.44,2026-07-12T22:39:31+00:00
CHG-000594,ACCT-000127,B0004,2026-04-01,Delivery,256.11,2026-07-12T22:39:31+00:00
CHG-000595,ACCT-000127,B0004,2026-04-04,Base Fee,85.78,2026-07-12T22:39:31+00:00
CHG-000596,ACCT-000128,B0004,2026-04-15,Energy,314.27,2026-07-12T22:39:31+00:00
CHG-000597,ACCT-000073,B0005,2026-05-13,Tax Surcharge,115.15,2026-07-12T23:44:19+00:00
CHG-000598,ACCT-000073,B0005,2026-05-13,Delivery,363.21,2026-07-12T23:44:19+00:00
CHG-000599,ACCT-000073,B0005,2026-05-09,Energy,191.79,2026-07-12T23:44:19+00:00
CHG-000600,ACCT-000115,B0005,2026-04-28,Tax Surcharge,136.61,2026-07-12T23:44:19+00:00
CHG-000601,ACCT-000115,B0005,2026-04-20,Base Fee,284.69,2026-07-12T23:44:19+00:00
CHG-000602,ACCT-000115,B0005,2026-04-23,Tax Surcharge,325.14,2026-07-12T23:44:19+00:00
CHG-000603,ACCT-000017,B0005,2026-05-14,Energy,86.45,2026-07-12T23:44:19+00:00
CHG-000604,ACCT-000043,B0005,2026-05-09,Energy,249.52,2026-07-12T23:44:19+00:00
CHG-000605,ACCT-000050,B0005,2026-05-12,Rider,386.42,2026-07-12T23:44:19+00:00
CHG-000606,ACCT-000050,B0005,2026-04-26,Energy,246.09,2026-07-12T23:44:19+00:00
CHG-000607,ACCT-000050,B0005,2026-05-03,Rider,276.19,2026-07-12T23:44:19+00:00
CHG-000608,ACCT-000083,B0005,2026-05-01,Tax Surcharge,325.94,2026-07-12T23:44:19+00:00
CHG-000609,ACCT-000083,B0005,2026-04-24,Energy,164.26,2026-07-12T23:44:19+00:00
CHG-000610,ACCT-000083,B0005,2026-04-20,Energy,339.51,2026-07-12T23:44:19+00:00
CHG-000611,ACCT-000070,B0005,2026-04-26,Base Fee,70.94,2026-07-12T23:44:19+00:00
CHG-000612,ACCT-000070,B0005,2026-05-11,Energy,22.15,2026-07-12T23:44:19+00:00
CHG-000613,ACCT-000070,B0005,2026-04-22,Tax Surcharge,372.09,2026-07-12T23:44:19+00:00
CHG-000614,ACCT-000070,B0005,2026-04-22,Tax Surcharge,116.09,2026-07-12T23:44:19+00:00
CHG-000615,ACCT-000075,B0005,2026-04-22,Tax Surcharge,358.44,2026-07-12T23:44:19+00:00
CHG-000616,ACCT-000075,B0005,2026-04-22,Tax Surcharge,358.44,2026-07-12T23:44:19+00:00
CHG-000617,ACCT-000012,B0005,2026-05-09,Rider,346.96,2026-07-12T23:44:19+00:00
CHG-000618,ACCT-000012,B0005,2026-05-02,Rider,358.65,2026-07-12T23:44:19+00:00
CHG-000619,ACCT-000076,B0005,2026-04-30,Tax Surcharge,385.88,2026-07-12T23:44:19+00:00
CHG-000620,ACCT-000076,B0005,2026-04-28,Energy,353.74,2026-07-12T23:44:19+00:00
CHG-000621,ACCT-000076,B0005,2026-04-24,Energy,208.05,2026-07-12T23:44:19+00:00
CHG-000622,ACCT-000076,B0005,2026-05-08,Energy,281.51,2026-07-12T23:44:19+00:00
CHG-000623,ACCT-000128,B0005,2026-05-02,Energy,236.7,2026-07-12T23:44:19+00:00
CHG-000624,ACCT-000128,B0005,2026-05-09,Tax Surcharge,157.25,2026-07-12T23:44:19+00:00
CHG-000625,ACCT-000118,B0005,2026-05-15,Delivery,124.33,2026-07-12T23:44:19+00:00
CHG-000626,ACCT-000118,B0005,2026-05-05,Delivery,212.54,2026-07-12T23:44:19+00:00
CHG-000627,ACCT-000118,B0005,2026-05-01,Base Fee,327.41,2026-07-12T23:44:19+00:00
CHG-000628,ACCT-000047,B0005,2026-04-28,Rider,233.33,2026-07-12T23:44:19+00:00
CHG-000629,ACCT-000047,B0005,2026-04-20,Energy,253.31,2026-07-12T23:44:19+00:00
CHG-000630,ACCT-000047,B0005,2026-05-09,Base Fee,120.07,2026-07-12T23:44:19+00:00
CHG-000631,ACCT-000031,B0005,2026-04-30,Rider,78.62,2026-07-12T23:44:19+00:00
CHG-000632,ACCT-000031,B0005,2026-05-05,Tax Surcharge,285.04,2026-07-12T23:44:19+00:00
CHG-000633,ACCT-000093,B0005,2026-05-14,Rider,351.47,2026-07-12T23:44:19+00:00
CHG-000634,ACCT-000093,B0005,2026-04-23,Rider,223.81,2026-07-12T23:44:19+00:00
CHG-000635,ACCT-000093,B0005,2026-04-24,Base Fee,257.46,2026-07-12T23:44:19+00:00
CHG-000636,ACCT-000049,B0005,2026-04-25,Tax Surcharge,221.28,2026-07-12T23:44:19+00:00
CHG-000637,ACCT-000049,B0005,2026-05-15,Rider,377.8,2026-07-12T23:44:19+00:00
CHG-000638,ACCT-000049,B0005,2026-05-15,Base Fee,210.41,2026-07-12T23:44:19+00:00
CHG-000639,ACCT-000057,B0005,2026-05-11,Base Fee,363.46,2026-07-12T23:44:19+00:00
CHG-000640,ACCT-000057,B0005,2026-04-30,Delivery,241.97,2026-07-12T23:44:19+00:00
CHG-000641,ACCT-000097,B0005,2026-05-09,Tax Surcharge,219.34,2026-07-12T23:44:19+00:00
CHG-000642,ACCT-000097,B0005,2026-04-29,Energy,283.61,2026-07-12T23:44:19+00:00
CHG-000643,ACCT-000097,B0005,2026-04-27,Rider,293.92,2026-07-12T23:44:19+00:00
CHG-000644,ACCT-000097,B0005,2026-04-23,Delivery,307.98,2026-07-12T23:44:19+00:00
CHG-000645,ACCT-000013,B0005,2026-05-08,Tax Surcharge,56.04,2026-07-12T23:44:19+00:00
CHG-000646,ACCT-000013,B0005,2026-05-14,Base Fee,222.23,2026-07-12T23:44:19+00:00
CHG-000647,ACCT-000005,B0005,2026-04-21,Delivery,355.28,2026-07-12T23:44:19+00:00
CHG-000648,ACCT-000074,B0005,2026-05-01,Base Fee,310.93,2026-07-12T23:44:19+00:00
CHG-000649,ACCT-000074,B0005,2026-05-07,Tax Surcharge,275.22,2026-07-12T23:44:19+00:00
CHG-000650,ACCT-000074,B0005,2026-04-30,Rider,332.88,2026-07-12T23:44:19+00:00
CHG-000651,ACCT-000074,B0005,2026-05-10,Tax Surcharge,189.06,2026-07-12T23:44:19+00:00
CHG-000652,ACCT-000104,B0005,2026-04-25,Energy,237.94,2026-07-12T23:44:19+00:00
CHG-000653,ACCT-000086,B0005,2026-05-03,Base Fee,300.17,2026-07-12T23:44:19+00:00
CHG-000654,ACCT-000086,B0005,2026-04-20,Tax Surcharge,81.05,2026-07-12T23:44:19+00:00
CHG-000655,ACCT-000018,B0005,2026-05-05,Tax Surcharge,83.32,2026-07-12T23:44:19+00:00
CHG-000656,ACCT-000018,B0005,2026-04-27,Rider,121.74,2026-07-12T23:44:19+00:00
CHG-000657,ACCT-000018,B0005,2026-05-13,Rider,257.03,2026-07-12T23:44:19+00:00
CHG-000658,ACCT-000026,B0005,2026-04-24,Rider,203.84,2026-07-12T23:44:19+00:00
CHG-000659,ACCT-000026,B0005,2026-05-11,Delivery,103.64,2026-07-12T23:44:19+00:00
CHG-000660,ACCT-000026,B0005,2026-05-14,Tax Surcharge,197.84,2026-07-12T23:44:19+00:00
CHG-000661,ACCT-000026,B0005,2026-04-25,Base Fee,304.92,2026-07-12T23:44:19+00:00
CHG-000662,ACCT-000072,B0005,2026-05-01,Energy,371.55,2026-07-12T23:44:19+00:00
CHG-000663,ACCT-000072,B0005,2026-05-03,Delivery,61.78,2026-07-12T23:44:19+00:00
CHG-000664,ACCT-000072,B0005,2026-04-26,Base Fee,381.73,2026-07-12T23:44:19+00:00
CHG-000665,ACCT-000038,B0005,2026-04-28,Energy,128.04,2026-07-12T23:44:19+00:00
CHG-000666,ACCT-000080,B0005,2026-04-21,Energy,304.91,2026-07-12T23:44:19+00:00
CHG-000667,ACCT-000080,B0005,2026-05-15,Tax Surcharge,131.19,2026-07-12T23:44:19+00:00
CHG-000668,ACCT-000080,B0005,2026-04-29,Tax Surcharge,372.37,2026-07-12T23:44:19+00:00
CHG-000669,ACCT-000114,B0005,2026-04-30,Tax Surcharge,180.24,2026-07-12T23:44:19+00:00
CHG-000670,ACCT-000011,B0005,2026-05-15,Rider,390.32,2026-07-12T23:44:19+00:00
CHG-000671,ACCT-000084,B0005,2026-05-14,Delivery,278.48,2026-07-12T23:44:19+00:00
CHG-000672,ACCT-000084,B0005,2026-05-07,Tax Surcharge,119.15,2026-07-12T23:44:19+00:00
CHG-000673,ACCT-000084,B0005,2026-04-25,Rider,35.4,2026-07-12T23:44:19+00:00
CHG-000674,ACCT-000084,B0005,2026-05-07,Base Fee,178.35,2026-07-12T23:44:19+00:00
CHG-000675,ACCT-000084,B0005,2026-05-14,Delivery,278.48,2026-07-12T23:44:19+00:00
CHG-000676,ACCT-000095,B0005,2026-04-26,Rider,320.09,2026-07-12T23:44:19+00:00
CHG-000677,ACCT-000095,B0005,2026-05-08,Energy,396.33,2026-07-12T23:44:19+00:00
CHG-000678,ACCT-000034,B0005,2026-05-02,Rider,189.14,2026-07-12T23:44:19+00:00
CHG-000679,ACCT-000034,B0005,2026-04-22,Delivery,258.89,2026-07-12T23:44:19+00:00
CHG-000680,ACCT-000034,B0005,2026-05-11,Rider,264.98,2026-07-12T23:44:19+00:00
CHG-000681,ACCT-000034,B0005,2026-04-27,Delivery,320.91,2026-07-12T23:44:19+00:00
CHG-000682,ACCT-000081,B0005,2026-05-12,Rider,378.4,2026-07-12T23:44:19+00:00
CHG-000683,ACCT-000081,B0005,2026-05-09,Delivery,125.36,2026-07-12T23:44:19+00:00
CHG-000684,ACCT-000081,B0005,2026-05-01,Rider,238.7,2026-07-12T23:44:19+00:00
CHG-000685,ACCT-000081,B0005,2026-05-01,Energy,313.84,2026-07-12T23:44:19+00:00
CHG-000686,ACCT-000129,B0005,2026-04-28,Delivery,249.67,2026-07-12T23:44:19+00:00
CHG-000687,ACCT-000129,B0005,2026-05-03,Energy,368.89,2026-07-12T23:44:19+00:00
CHG-000688,ACCT-000129,B0005,2026-05-09,Tax Surcharge,30.53,2026-07-12T23:44:19+00:00
CHG-000689,ACCT-000130,B0005,2026-05-07,Rider,25.9,2026-07-12T23:44:19+00:00
CHG-000690,ACCT-000048,B0006,2026-06-11,Delivery,20.57,2026-07-14T22:50:00+00:00
CHG-000691,ACCT-000048,B0006,2026-05-22,Rider,395.42,2026-07-14T22:50:00+00:00
CHG-000692,ACCT-000048,B0006,2026-06-14,Delivery,184.6,2026-07-14T22:50:00+00:00
CHG-000693,ACCT-000048,B0006,2026-05-20,Base Fee,310.71,2026-07-14T22:50:00+00:00
CHG-000694,ACCT-000064,B0006,2026-06-03,Base Fee,75.64,2026-07-14T22:50:00+00:00
CHG-000695,ACCT-000064,B0006,2026-06-05,Delivery,327.76,2026-07-14T22:50:00+00:00
CHG-000696,ACCT-000064,B0006,2026-05-29,Energy,43.51,2026-07-14T22:50:00+00:00
CHG-000697,ACCT-000064,B0006,2026-05-23,Tax Surcharge,116.22,2026-07-14T22:50:00+00:00
CHG-000698,ACCT-000076,B0006,2026-05-22,Base Fee,269.66,2026-07-14T22:50:00+00:00
CHG-000699,ACCT-000076,B0006,2026-05-22,Delivery,205.6,2026-07-14T22:50:00+00:00
CHG-000700,ACCT-000076,B0006,2026-06-04,Energy,353.98,2026-07-14T22:50:00+00:00
CHG-000701,ACCT-000076,B0006,2026-05-21,Rider,145.86,2026-07-14T22:50:00+00:00
CHG-000702,ACCT-000041,B0006,2026-05-31,Tax Surcharge,78.3,2026-07-14T22:50:00+00:00
CHG-000703,ACCT-000052,B0006,2026-05-23,Delivery,316.42,2026-07-14T22:50:00+00:00
CHG-000704,ACCT-000052,B0006,2026-06-08,Rider,201.92,2026-07-14T22:50:00+00:00
CHG-000705,ACCT-000052,B0006,2026-06-14,Energy,241.82,2026-07-14T22:50:00+00:00
CHG-000706,ACCT-000011,B0006,2026-06-05,Delivery,22.03,2026-07-14T22:50:00+00:00
CHG-000707,ACCT-000011,B0006,2026-05-27,Delivery,143.83,2026-07-14T22:50:00+00:00
CHG-000708,ACCT-000047,B0006,2026-05-23,Rider,176.1,2026-07-14T22:50:00+00:00
CHG-000709,ACCT-000047,B0006,2026-06-06,Tax Surcharge,73.05,2026-07-14T22:50:00+00:00
CHG-000710,ACCT-000047,B0006,2026-05-29,Delivery,47.04,2026-07-14T22:50:00+00:00
CHG-000711,ACCT-000047,B0006,2026-06-14,Tax Surcharge,279.64,2026-07-14T22:50:00+00:00
CHG-000712,ACCT-000034,B0006,2026-06-04,Rider,284.65,2026-07-14T22:50:00+00:00
CHG-000713,ACCT-000034,B0006,2026-06-10,Base Fee,301.08,2026-07-14T22:50:00+00:00
CHG-000714,ACCT-000034,B0006,2026-05-31,Delivery,255.48,2026-07-14T22:50:00+00:00
CHG-000715,ACCT-000036,B0006,2026-06-14,Rider,24.15,2026-07-14T22:50:00+00:00
CHG-000716,ACCT-000036,B0006,2026-06-14,Delivery,277.36,2026-07-14T22:50:00+00:00
CHG-000717,ACCT-000069,B0006,2026-06-04,Rider,308.19,2026-07-14T22:50:00+00:00
CHG-000718,ACCT-000069,B0006,2026-05-27,Rider,374.05,2026-07-14T22:50:00+00:00
CHG-000719,ACCT-000124,B0006,2026-06-14,Delivery,50.66,2026-07-14T22:50:00+00:00
CHG-000720,ACCT-000124,B0006,2026-05-27,Base Fee,374.33,2026-07-14T22:50:00+00:00
CHG-000721,ACCT-000124,B0006,2026-06-01,Rider,168.18,2026-07-14T22:50:00+00:00
CHG-000722,ACCT-000124,B0006,2026-05-30,Rider,248.82,2026-07-14T22:50:00+00:00
CHG-000723,ACCT-000039,B0006,2026-06-14,Tax Surcharge,238.15,2026-07-14T22:50:00+00:00
CHG-000724,ACCT-000039,B0006,2026-06-12,Tax Surcharge,81.28,2026-07-14T22:50:00+00:00
CHG-000725,ACCT-000090,B0006,2026-05-25,Delivery,150.45,2026-07-14T22:50:00+00:00
CHG-000726,ACCT-000090,B0006,2026-05-25,Delivery,150.45,2026-07-14T22:50:00+00:00
CHG-000727,ACCT-000129,B0006,2026-06-01,Rider,110.7,2026-07-14T22:50:00+00:00
CHG-000728,ACCT-000129,B0006,2026-06-08,Delivery,205.57,2026-07-14T22:50:00+00:00
CHG-000729,ACCT-000129,B0006,2026-05-24,Tax Surcharge,138.12,2026-07-14T22:50:00+00:00
CHG-000730,ACCT-000022,B0006,2026-05-29,Base Fee,283.1,2026-07-14T22:50:00+00:00
CHG-000731,ACCT-000118,B0006,2026-06-09,Tax Surcharge,141.34,2026-07-14T22:50:00+00:00
CHG-000732,ACCT-000105,B0006,2026-05-20,Tax Surcharge,232.39,2026-07-14T22:50:00+00:00
CHG-000733,ACCT-000105,B0006,2026-05-22,Tax Surcharge,192.59,2026-07-14T22:50:00+00:00
CHG-000734,ACCT-000105,B0006,2026-06-02,Rider,48.37,2026-07-14T22:50:00+00:00
CHG-000735,ACCT-000105,B0006,2026-05-25,Rider,162.02,2026-07-14T22:50:00+00:00
CHG-000736,ACCT-000038,B0006,2026-06-03,Energy,360.71,2026-07-14T22:50:00+00:00
CHG-000737,ACCT-000038,B0006,2026-06-01,Base Fee,322.35,2026-07-14T22:50:00+00:00
CHG-000738,ACCT-000109,B0006,2026-05-26,Delivery,390.53,2026-07-14T22:50:00+00:00
CHG-000739,ACCT-000109,B0006,2026-06-07,Tax Surcharge,253.02,2026-07-14T22:50:00+00:00
CHG-000740,ACCT-000109,B0006,2026-06-07,Base Fee,31.86,2026-07-14T22:50:00+00:00
CHG-000741,ACCT-000109,B0006,2026-06-09,Rider,197.45,2026-07-14T22:50:00+00:00
CHG-000742,ACCT-000119,B0006,2026-06-07,Delivery,71.83,2026-07-14T22:50:00+00:00
CHG-000743,ACCT-000119,B0006,2026-05-22,Energy,323.73,2026-07-14T22:50:00+00:00
CHG-000744,ACCT-000119,B0006,2026-05-28,Rider,206.26,2026-07-14T22:50:00+00:00
CHG-000745,ACCT-000119,B0006,2026-06-05,Rider,182.25,2026-07-14T22:50:00+00:00
CHG-000746,ACCT-000081,B0006,2026-06-02,Tax Surcharge,72.11,2026-07-14T22:50:00+00:00
CHG-000747,ACCT-000081,B0006,2026-06-05,Rider,24.18,2026-07-14T22:50:00+00:00
CHG-000748,ACCT-000120,B0006,2026-06-01,Delivery,89.29,2026-07-14T22:50:00+00:00
CHG-000749,ACCT-000120,B0006,2026-05-30,Delivery,99.44,2026-07-14T22:50:00+00:00
CHG-000750,ACCT-000020,B0006,2026-05-21,Energy,383.51,2026-07-14T22:50:00+00:00
CHG-000751,ACCT-000020,B0006,2026-05-25,Delivery,90.35,2026-07-14T22:50:00+00:00
CHG-000752,ACCT-000057,B0006,2026-05-26,Energy,332.7,2026-07-14T22:50:00+00:00
CHG-000753,ACCT-000057,B0006,2026-06-03,Base Fee,377.81,2026-07-14T22:50:00+00:00
CHG-000754,ACCT-000057,B0006,2026-06-12,Energy,160.43,2026-07-14T22:50:00+00:00
CHG-000755,ACCT-000057,B0006,2026-05-25,Base Fee,249.66,2026-07-14T22:50:00+00:00
CHG-000756,ACCT-000033,B0006,2026-06-10,Delivery,383.5,2026-07-14T22:50:00+00:00
CHG-000757,ACCT-000033,B0006,2026-05-29,Base Fee,325.98,2026-07-14T22:50:00+00:00
CHG-000758,ACCT-000033,B0006,2026-05-31,Energy,374.03,2026-07-14T22:50:00+00:00
CHG-000759,ACCT-000093,B0006,2026-05-28,Delivery,28.66,2026-07-14T22:50:00+00:00
CHG-000760,ACCT-000093,B0006,2026-06-10,Tax Surcharge,142.38,2026-07-14T22:50:00+00:00
CHG-000761,ACCT-000112,B0006,2026-06-03,Tax Surcharge,335.45,2026-07-14T22:50:00+00:00
CHG-000762,ACCT-000088,B0006,2026-06-09,Base Fee,154.22,2026-07-14T22:50:00+00:00
CHG-000763,ACCT-000131,B0006,2026-05-23,Rider,22.41,2026-07-14T22:50:00+00:00
CHG-000764,ACCT-000131,B0006,2026-06-09,Base Fee,246.85,2026-07-14T22:50:00+00:00
CHG-000765,ACCT-000131,B0006,2026-05-30,Rider,235.66,2026-07-14T22:50:00+00:00
CHG-000766,ACCT-000131,B0006,2026-06-09,Rider,309.88,2026-07-14T22:50:00+00:00
CHG-000767,ACCT-000132,B0006,2026-06-04,Delivery,355.53,2026-07-14T22:50:00+00:00
CHG-000768,ACCT-000132,B0006,2026-05-23,Delivery,212.99,2026-07-14T22:50:00+00:00
CHG-000769,ACCT-000132,B0006,2026-05-20,Tax Surcharge,133.26,2026-07-14T22:50:00+00:00
CHG-000770,ACCT-000132,B0006,2026-05-23,Tax Surcharge,88.4,2026-07-14T22:50:00+00:00
CHG-000771,ACCT-000132,B0006,2026-05-20,Tax Surcharge,133.26,2026-07-14T22:50:00+00:00
CHG-000772,ACCT-000133,B0006,2026-06-06,Rider,173.01,2026-07-14T22:50:00+00:00
CHG-000773,ACCT-000133,B0006,2026-05-28,Rider,205.08,2026-07-14T22:50:00+00:00
CHG-000774,ACCT-000133,B0006,2026-06-08,Rider,347.21,2026-07-14T22:50:00+00:00
CHG-000775,ACCT-000084,B0007,2026-07-04,Rider,144.34,2026-07-14T23:44:01+00:00
CHG-000776,ACCT-000084,B0007,2026-06-28,Delivery,20.87,2026-07-14T23:44:01+00:00
CHG-000777,ACCT-000084,B0007,2026-06-28,Energy,84.01,2026-07-14T23:44:01+00:00
CHG-000778,ACCT-000089,B0007,2026-07-04,Energy,142.33,2026-07-14T23:44:01+00:00
CHG-000779,ACCT-000089,B0007,2026-07-08,Delivery,235.73,2026-07-14T23:44:01+00:00
CHG-000780,ACCT-000089,B0007,2026-07-10,Base Fee,273.38,2026-07-14T23:44:01+00:00
CHG-000781,ACCT-000117,B0007,2026-06-26,Tax Surcharge,49.61,2026-07-14T23:44:01+00:00
CHG-000782,ACCT-000039,B0007,2026-07-08,Base Fee,315.58,2026-07-14T23:44:01+00:00
CHG-000783,ACCT-000039,B0007,2026-06-30,Energy,209.69,2026-07-14T23:44:01+00:00
CHG-000784,ACCT-000039,B0007,2026-07-04,Rider,209.77,2026-07-14T23:44:01+00:00
CHG-000785,ACCT-000039,B0007,2026-07-08,Tax Surcharge,208.4,2026-07-14T23:44:01+00:00
CHG-000786,ACCT-000109,B0007,2026-07-09,Tax Surcharge,112.22,2026-07-14T23:44:01+00:00
CHG-000787,ACCT-000109,B0007,2026-07-12,Delivery,30.43,2026-07-14T23:44:01+00:00
CHG-000788,ACCT-000109,B0007,2026-06-23,Delivery,351.44,2026-07-14T23:44:01+00:00
CHG-000789,ACCT-000109,B0007,2026-06-25,Delivery,249.88,2026-07-14T23:44:01+00:00
CHG-000790,ACCT-000076,B0007,2026-06-25,Rider,291.14,2026-07-14T23:44:01+00:00
CHG-000791,ACCT-000076,B0007,2026-07-02,Rider,283.18,2026-07-14T23:44:01+00:00
CHG-000792,ACCT-000037,B0007,2026-06-20,Rider,286.69,2026-07-14T23:44:01+00:00
CHG-000793,ACCT-000035,B0007,2026-07-08,Delivery,246.54,2026-07-14T23:44:01+00:00
